enabled,id,date,displayDate,sequence,forceId,type,title,description,locationName,lat,lng,participants,importance,sourceIds,certainty,notes,result,casualties,redJoined,redLosses,enemyDefeated,distanceLi,victory,poemLine,poemTitle,poemText,titleEn,descriptionEn,locationNameEn
TRUE,r2_19360328_wumeng,19360328,19360328,54,red_second,战役,乌蒙山回旋战突破重围,红二、六军团在乌蒙山区反复机动，牵制和摆脱敌军，保存部队并继续西进。,滇黔交界乌蒙山,26.22,104.1,贺龙; 任弼时; 萧克; 王震,5,src_wumeng_people_2023; src_red2_start_12371; src_qilv_people,medium,,,,,,,,TRUE,乌蒙磅礴走泥丸,乌蒙山的回旋,乌蒙山区山势磅礴，红军在强敌夹击中辗转机动，把险峻山地化为摆脱围堵的空间。,Red Second Front Army: Campaign at 滇黔交界乌蒙山,This node marks a campaign event on the Red Second Front Army route near 滇黔交界乌蒙山 (19360328).,
TRUE,sha_19360414_liuzhidan_death,19360414,19360414,56,shaanbei_red,牺牲,刘志丹在东征战斗中牺牲,刘志丹率红二十八军参加东征，1936年4月14日在山西中阳县三交镇战斗中侦察敌情时中弹牺牲，年仅33岁。,山西中阳三交镇,37.33,111.18,刘志丹; 红二十八军,5,src_liuzhidan_mva,medium,,,,,,,,,,,,Shaan-Gan: Sacrifice at 山西中阳三交镇,This node marks a sacrifice event on the Shaan-Gan route near 山西中阳三交镇 (19360414).,
TRUE,r4_19360415_cancel_second_center,19360415,19360415,58,red_fourth,转折,张国焘被迫取消另立“中央”,在党中央争取和红四方面军指战员要求下，张国焘被迫取消另立的“中央”，为红二、红四会师和共同北上铺路。,四川甘孜一带,31.62,100.0,张国焘; 朱德; 徐向前,5,src_meetings_xinhua,month,,,,,,,,,,,,Red Fourth Front Army: Turning point at 四川甘孜一带,This node marks a turning point event on the Red Fourth Front Army route near 四川甘孜一带 (19360415).,
TRUE,r2_19360425_shigu,19360425,19360425,57,red_second,渡河,红二、六军团石鼓渡过金沙江,红二、六军团从云南石鼓一带渡过金沙江，继续向川西北前进。,云南丽江石鼓,26.88,100.23,贺龙; 任弼时,5,src_red2_start_12371; src_qilv_dangjian_2024; src_qilv_people,medium,,,,,,,,,金沙水拍云崖暖,金沙江的“暖”,在皎平渡一带渡过金沙江后，中央红军甩开追敌，获得战略主动。诗句中的“暖”，指向绝处逢生后的舒展与希望。,Red Second Front Army: River crossing at 云南丽江石鼓,This node marks a river crossing event on the Red Second Front Army route near 云南丽江石鼓 (19360425).,
TRUE,r2_19360425_shigu_poem,19360425,19360425,720,red_second,渡河,石鼓渡过金沙江，继续向康区北上,红二、六军团在石鼓一带渡过金沙江，摆脱尾追敌军，向康区和甘孜方向推进。,云南丽江石鼓,26.9,99.95,红二、六军团,4,src_red2_start_12371; src_qilv_people,medium,,,,,,,,,金沙水拍云崖暖,另一支队伍的金沙江,金沙江不仅是中央红军的转折河流，也是红二、六军团北上的关键天险。渡江之后，队伍向甘孜会师方向推进。,Red Second Front Army: River crossing at 云南丽江石鼓,This node marks a river crossing event on the Red Second Front Army route near 云南丽江石鼓 (19360425).,
TRUE,r2_19360505_zhongdian,19360505,19360505,59,red_second,民族,红二、六军团经过藏区并继续北上,红二、六军团经过滇川藏交界地区，行军中需要处理民族地区补给、向导与群众关系。此节点用于表现除彝海结盟外，长征中广泛存在的民族地区协调。,云南中甸/香格里拉一带,27.83,99.7,红二、六军团; 当地群众,3,src_red2_start_12371,month,,,,,,,,,,,,Red Second Front Army: Alliance at 云南中甸/香格里拉一带,This node marks a alliance event on the Red Second Front Army route near 云南中甸/香格里拉一带 (19360505).,
TRUE,r2_19360518_xueshan,19360518,19360518,735,red_second,雪山,红二、六军团翻越雪山进入康区,红二、六军团在雪山峡谷中继续北上，饥寒、缺氧与敌军追击交织，行军极为艰苦。,川滇康边雪山地带,29.35,99.7,红二、六军团,4,src_red2_start_12371,medium,,,,,,,,,,,,Red Second Front Army: Snow mountain crossing at 川滇康边雪山地带,This node marks a snow mountain crossing event on the Red Second Front Army route near 川滇康边雪山地带 (19360518).,
TRUE,r2_19360520_xikang_tibetan,19360520,19360520,68,red_second,民族,红二、六军团经过康区开展民族工作,红二、六军团北上途中进入康区和藏族聚居区，依靠纪律、宣传与协商争取通行和补给，丰富了长征中的民族关系叙事。,四川甘孜康区,31.62,100.0,红二、六军团; 藏族群众,4,src_epic_people; src_red2_start_12371,medium,,,,,,,,,,,,The Second and Sixth Corps conduct ethnic work in the Kham area,"While moving north, the corps entered Tibetan-inhabited areas and relied on discipline, negotiation and propaganda to secure passage and supplies.","Kham area, Garze, Sichuan"
TRUE,rf_19360601_xizheng,19360601,19360601,62,red_first,根据,红军西征巩固扩大陕甘宁区域,中央红军到达陕北后，通过西征等行动巩固扩大陕甘宁区域，长征落脚点进一步转化为战略基地。,陕甘宁边区一带,36.7,107.4,中央红军; 陕甘红军,3,src_shaanbei_12371,range,,,,,,,,,,,,Red First Front Army: Base building at 陕甘宁边区一带,This node marks a base building event on the Red First Front Army route near 陕甘宁边区一带 (19360601).,
TRUE,r2_19360603_ganzi_meeting,19360603,19360603,60,red_second,会师,红二、六军团与红四方面军甘孜会师,红二、六军团与红四方面军在甘孜会师，随后共同谋划北上。,四川甘孜,31.62,100.0,贺龙; 任弼时; 朱德; 张国焘; 徐向前,5,src_meetings_xinhua,medium,,,,,,,,,,,,Red Second Front Army: Convergence at 四川甘孜,This node marks a convergence event on the Red Second Front Army route near 四川甘孜 (19360603).,
TRUE,r4_19360603_ganzi_meeting,19360603,19360603,61,red_fourth,会师,红四方面军与红二、六军团甘孜会师,红四方面军在甘孜与红二、六军团会师。该事件作为红四方面军自身路线节点，连线只接红四方面军前一事件。,四川甘孜,31.62,100.0,红四方面军; 红二、六军团,5,src_meetings_xinhua,medium,,,,,,,,,,,,Red Fourth Front Army: Convergence at 四川甘孜,This node marks a convergence event on the Red Fourth Front Army route near 四川甘孜 (19360603).,
TRUE,rfour_19360703_ganzi_meeting,19360703,19360703,766,red_fourth,会议,甘孜会议明确共同北上,红二、红四方面军会师后，在甘孜召开会议，明确北上与中共中央会合的行动方针。,四川甘孜,31.62,100.0,朱德; 任弼时; 贺龙; 刘伯承; 关向应; 红二方面军; 红四方面军,5,src_ganzi_12371,high,,,,,,,,,,,,Red Fourth Front Army: Meeting at 四川甘孜,This node marks a meeting event on the Red Fourth Front Army route near 四川甘孜 (19360703).,
TRUE,r2_19360705_red_second_formed,19360705,19360705,63,red_second,整编,红二、六军团与红三十二军合编为红二方面军,红二、红六军团与红三十二军在甘孜地区合编为红二方面军，贺龙任总指挥，任弼时任政治委员。,四川甘孜,31.62,100.0,贺龙; 任弼时; 关向应; 萧克; 王震,5,src_meetings_xinhua,medium,,,,,,,,,,,,Red Second Front Army: Reorganization at 四川甘孜,This node marks a reorganization event on the Red Second Front Army route near 四川甘孜 (19360705).,
TRUE,r4_19360710_northward,19360710,19360710,64,red_fourth,转进,红四方面军从甘孜北上,红四方面军与红二方面军从甘孜地区出发，途经阿坝、包座等地，越过雪山草地，向甘南推进。,四川甘孜北上路段,32.0,101.0,徐向前; 朱德; 张国焘,4,src_meetings_xinhua,range,,,,,,,,,,,,Red Fourth Front Army: March at 四川甘孜北上路段,This node marks a march event on the Red Fourth Front Army route near 四川甘孜北上路段 (19360710).,
TRUE,r2_19360710_northward,19360710,19360710,65,red_second,转进,红二方面军从甘孜北上,红二方面军与红四方面军会师后共同北上，进入雪山草地路线。,四川甘孜北上路段,32.0,101.0,贺龙; 任弼时; 红二方面军,4,src_meetings_xinhua,range,,,,,,,,,,,,Red Second Front Army: March at 四川甘孜北上路段,This node marks a march event on the Red Second Front Army route near 四川甘孜北上路段 (19360710).,
TRUE,r4_19360815_grassland,19360815,19360815,66,red_fourth,险阻,红四方面军再次经过雪山草地,红四方面军北上途中越过雪山草地，部队承受高寒、缺粮与疾病考验。,川西北草地,33.3,102.7,红四方面军,4,src_meetings_xinhua,month,,,,,,,,,,,,Red Fourth Front Army: Hardship at 川西北草地,This node marks a hardship event on the Red Fourth Front Army route near 川西北草地 (19360815).,
TRUE,r2_19360820_grassland,19360820,19360820,67,red_second,险阻,红二方面军通过草地抵近甘南,红二方面军通过草地，进抵甘南地区，随后开展成徽两康等行动。,川甘交界草地,33.2,102.9,红二方面军,4,src_meetings_xinhua,month,,,,,,,,,,,,Red Second Front Army: Hardship at 川甘交界草地,This node marks a hardship event on the Red Second Front Army route near 川甘交界草地 (19360820).,
TRUE,r4_19360901_lazikou_gannan,19360901,19360901,76,red_fourth,转进,红四方面军向甘南推进，接近会宁方向,红四方面军走出川西北后向甘南、陇东南推进，逐步靠近红一方面军接应区域，会师态势开始显现。,甘肃岷县/漳县一带,34.44,104.04,红四方面军,4,src_meetings_xinhua; src_epic_people,medium,,,,,,,,,,,,The Fourth Front Army advances toward southern Gansu and Huining,"After leaving northwestern Sichuan, the Fourth Front Army advanced toward southern Gansu and the Huining area.","Minxian-Zhangxian area, Gansu"
TRUE,r4_19360910_gannan_control,19360910,19360910,68,red_fourth,到达,红四方面军进入甘南并控制漳县、渭源、通渭等地区,红四方面军北上后进入甘肃南部，控制漳县、渭源、通渭等地区，为会宁会师铺开路线。,甘肃通渭/渭源/漳县一带,35.2,105.2,红四方面军,4,src_meetings_xinhua,range,,,,,,,,,,,,Red Fourth Front Army: Arrival at 甘肃通渭/渭源/漳县一带,This node marks a arrival event on the Red Fourth Front Army route near 甘肃通渭/渭源/漳县一带 (19360910).,
TRUE,r2_19360915_chenghuiliangkang,19360915,19360915,69,red_second,战役,红二方面军占领成县、徽县、两当、康县等地,红二方面军在甘肃南部开展成徽两康行动，扩大活动区域，随后向北转移。,甘肃成县/徽县/两当/康县一带,33.75,105.73,红二方面军,4,src_meetings_xinhua,range,,,,,,,,,,,,Red Second Front Army: Campaign at 甘肃成县/徽县/两当/康县一带,This node marks a campaign event on the Red Second Front Army route near 甘肃成县/徽县/两当/康县一带 (19360915).,
TRUE,en_19361001_gansu_pressure,19361001,19361001,80,enemy_kmt,围堵,甘肃东北部敌军试图阻止红军会师,三大主力红军接近会师阶段，敌军仍试图在甘肃、宁夏周边阻止红军汇合，但会宁、将台堡会师最终完成。,甘肃会宁—宁夏将台堡一线,35.7,105.35,国民党军; 红一方面军; 红二方面军; 红四方面军,4,src_jiangtaibao_12371; src_meetings_xinhua,medium,,,,,,,,,,,,Enemy forces attempt to prevent final convergence in northeastern Gansu,"As the main Red Army forces approached convergence, enemy forces still tried to prevent them from meeting around Gansu and Ningxia.",Huining-Jiangtaibao line
TRUE,r2_19361004_weihe_north,19361004,19361004,70,red_second,转进,红二方面军渡渭河北上,红二方面军经中央同意放弃甘南地区，开始渡渭河向北转移，奔向会师区域。,甘肃渭河一线,34.6,105.7,红二方面军,4,src_meetings_xinhua,medium,,,,,,,,,,,,Red Second Front Army: March at 甘肃渭河一线,This node marks a march event on the Red Second Front Army route near 甘肃渭河一线 (19361004).,
TRUE,r4_19361009_huining,19361009,19361009,71,red_fourth,会师,红四方面军与红一方面军会宁会师,红四方面军同红一方面军在甘肃会宁会师。这是三大主力会师过程中的关键节点之一。,甘肃会宁,35.7,105.05,红四方面军; 红一方面军,5,src_meetings_xinhua,medium,,,,,,,,,,,,Red Fourth Front Army: Convergence at 甘肃会宁,This node marks a convergence event on the Red Fourth Front Army route near 甘肃会宁 (19361009).,
TRUE,rf_19361009_huining,19361009,19361009,72,red_first,会师,红一方面军在会宁迎接红四方面军,红一方面军部分兵力控制会宁、界石铺、将台堡等地，接应红四方面军北上会师。,甘肃会宁,35.7,105.05,红一方面军; 红四方面军,5,src_meetings_xinhua,medium,,,,,,,,,,,,Red First Front Army: Convergence at 甘肃会宁,This node marks a convergence event on the Red First Front Army route near 甘肃会宁 (19361009).,
TRUE,rf_19361022_jiangtaibao,19361022,19361022,73,red_first,会师,红一方面军在将台堡迎接红二方面军,1936年10月22日，红一、红二方面军在将台堡胜利会师。该节点与10月9日会宁会师共同构成三大主力会师完成的历史过程。,宁夏西吉将台堡,35.93,105.88,红一方面军; 红二方面军,5,src_jiangtaibao_12371; src_jiangtaibao_cppcc,medium,,,,,,,,,,,,Red First Front Army: Convergence at 宁夏西吉将台堡,This node marks a convergence event on the Red First Front Army route near 宁夏西吉将台堡 (19361022).,
TRUE,r2_19361022_jiangtaibao,19361022,19361022,74,red_second,会师,红二方面军到达将台堡，三大主力会师完成,红二方面军总指挥部及红二军团到达将台堡，与红一方面军胜利会师。至此，红一、红二、红四方面军三大主力会师完成，红军长征胜利结束。,宁夏西吉将台堡,35.93,105.88,贺龙; 任弼时; 红二方面军; 红一方面军,5,src_jiangtaibao_12371; src_jiangtaibao_cppcc; src_meetings_xinhua,medium,,,,,,,,,,,,Red Second Front Army: Convergence at 宁夏西吉将台堡,This node marks a convergence event on the Red Second Front Army route near 宁夏西吉将台堡 (19361022).,
TRUE,sha_19361022_landingpoint,19361022,19361022,75,shaanbei_red,胜利,陕甘根据地成为长征落脚点与抗战出发点,各路红军会师后，陕甘根据地作为落脚点的意义进一步显现，并逐渐成为全民族抗战的重要出发点。,陕甘宁区域,36.7,108.5,陕甘红军; 各路红军,5,src_shaanbei_12371,medium,,,,,,,,,,,,Shaan-Gan: Victory at 陕甘宁区域,This node marks a victory event on the Shaan-Gan route near 陕甘宁区域 (19361022).,
TRUE,all_19361022_final_stats,19361022,19361022,999,shaanbei_red,胜利,四路红军长征汇入陕甘宁，新的出发点形成,到1936年10月，几路红军在西北完成战略汇合。长征保存了革命骨干，也使陕甘宁区域成为中国革命新的大本营。,陕甘宁区域,36.6,107.6,红一方面军; 红二方面军; 红四方面军; 红二十五军; 陕甘红军,5,src_stats_xinhua_2016; src_stats_people_2021,high,,长征胜利结束,,,,,,,,,,Shaan-Gan: Victory at 陕甘宁区域,This node marks a victory event on the Shaan-Gan route near 陕甘宁区域 (19361022).,
